;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73
1;0;-0.9428862528905585;-0.3406502521335016;-0.6839919261758912;-0.20953984678450321;-0.5509807395017248;-0.44252479152712354;-0.44537303280114754;-0.47197591696618946;-0.426473699074161;-0.4383796535083182;-0.4405772802948833;-0.4363342334921406;-0.4293241770811737;-0.41011950496862315;-0.4166030198606721;-0.41485797958016857;-0.41404518933599305;-0.4219595938877258;-0.4266174563986913;-0.4132904600661775;-0.41390659939144536;-0.4291792551617341;-0.3835576005813499;-0.4330120805998398;-0.43294843623749163;-0.43500728722748094;-0.43276543220091945;-0.4325948063924278;-0.4323522228399917;-0.4323891864083282;-0.4323891864083293;-0.43261556493269593;-0.4321628078839627;-0.43193492340681255;-0.4316022513144465;-0.4314194975687031;-0.43193164177805304;-0.4326765189261108;-0.4319270317372956;-0.4316323825496991;-0.43189660599819457;-0.4311718642290778;-0.4305152007706318;-0.4321419548711417;-0.4319416590894897;-0.43015403948009895;-0.4335676994447332;-0.42123469289588256;-0.42121985609544027;-0.4216998163016897;-0.4211771941176834;-0.4211374177576498;-0.4210808665781672;-0.42108948354071696;-0.42108948354071757;-0.42114225699726077;-0.4210367100841787;-0.42116504854028003;-0.4207245699206115;-0.42071788246385067;-0.4216318697712681;-0.42263675755793095;-0.42228766147047236;-0.42319461755931675;-0.42367375201332497;-0.42126867348050095;-0.42038260228394125;-0.4233086660963461;-0.42326383744316154;-0.4198952679991764;-0.42227851354278656;-0.4193344957624677
2;0;-0.022600646024173325;-0.44166290248835705;-0.1493864712482883;-0.08768533448763388;-0.1408859680376129;-0.2297752078112045;-0.2238511832116372;-0.25321502952334707;-0.17846481004615283;-0.23839663318549906;-0.2338258142513675;-0.24265087899072296;-0.2572310155127398;-0.2971745944008547;-0.2836896055895356;-0.28731909500225206;-0.28900960817777016;-0.27254852825347226;-0.2628606930451254;-0.2905793609937191;-0.28929785982563244;-0.2575324369630953;-0.352420396937523;-0.2495605869698186;-0.24969296015449682;-0.24541077941975434;-0.250073588166728;-0.25042847084328934;-0.25093301761227094;-0.25085613750730523;-0.2508561375073058;-0.25038529539172116;-0.25132697962289036;-0.2518009539525278;-0.2524928748500802;-0.25287298228526156;-0.2518077793748252;-0.2502585178747518;-0.2518173677461086;-0.2524302052369079;-0.25188064989447645;-0.2533880320491232;-0.2547538189004524;-0.2513703515668474;-0.25178694448280514;-0.25550499415693073;-0.2484049616598644;-0.2740562415736574;-0.27408710046598594;-0.27308883669719036;-0.2741758326278291;-0.2742585630262244;-0.2743761831806115;-0.2743582608582971;-0.2743582608582975;-0.274248497946846;-0.27446802376975155;-0.27420109407599474;-0.2751172405423428;-0.27513114970752583;-0.2732301579122685;-0.27114010324510046;-0.2718661842230639;-0.2699798165792707;-0.26898327028316427;-0.2739855657425676;-0.2758284951366673;-0.2697426083255067;-0.2698358469309072;-0.2768420961674118;-0.2718852108937109;-0.2780084399583396
3;0;-0.03451310108526882;-0.21768684537813796;-0.16662160257581937;-0.7027748187278653;-0.3081332924606656;-0.3277000006616805;-0.3307757839872232;-0.2748090535104638;-0.39506149087968995;-0.3232237133061866;-0.32559690545375086;-0.32101488751714097;-0.3134448074060903;-0.2927059006305282;-0.29970737454979857;-0.2978229254175843;-0.2969452024862442;-0.30549187785880666;-0.31052185055618825;-0.29613017894011084;-0.29679554078292714;-0.3132883078751745;-0.2640220024811279;-0.3174273324303449;-0.31735860360801493;-0.31958193335277263;-0.3171609796323601;-0.3169767227642883;-0.31671475954774453;-0.31675467608437397;-0.31675467608437446;-0.3169991396755939;-0.3165102124931551;-0.3162641226406693;-0.3159048738354838;-0.3157075201460459;-0.3162605788471322;-0.31706496319914307;-0.3162556005166027;-0.3159374122133999;-0.3162227441073344;-0.3154401037218079;-0.314730980328926;-0.31648769356201534;-0.31627139642771;-0.31434096636298037;-0.31802733889540985;-0.304709065530469;-0.3046930434385833;-0.3052113470011255;-0.304646973254496;-0.30460401921613617;-0.3045429502412292;-0.3045522556009868;-0.3045522556009873;-0.3046092450558994;-0.30449526614607814;-0.30463385738373167;-0.3041581895370537;-0.3041509678286321;-0.3051379723164715;-0.3062231391969767;-0.3058461543064726;-0.30682556586142296;-0.30734297770352065;-0.30474576077694066;-0.30378890257940083;-0.30694872557815644;-0.30690031562594133;-0.3032626358334213;-0.30583627556351073;-0.3026570642792042
4;0;0.028539303763895657;-0.2106587017967229;-0.6079135693951003;-0.08841668854539746;-0.1296857630937781;-0.2429501280986124;-0.24385294222408074;-0.31019437264564126;-0.17995332535783978;-0.2416362333841706;-0.24233282061626793;-0.2409878915109023;-0.23876589648334992;-0.23267854376631605;-0.2347336396181348;-0.2341805098572825;-0.23392287771067477;-0.23643152621919092;-0.23790794049200562;-0.23368364929561458;-0.23387894851102192;-0.2387199602218562;-0.22425915082412645;-0.2399348604402942;-0.23991468692835952;-0.2405672860508252;-0.2398566796834182;-0.23980259599623865;-0.23972570368386942;-0.23973742011812124;-0.2397374201181221;-0.23980917588241277;-0.23966566435383194;-0.23959343124393975;-0.23948798334285212;-0.23943005543321744;-0.23959239105790445;-0.23982849662141045;-0.2395909298018117;-0.2394975341154821;-0.23958128567956366;-0.2393515624772344;-0.23914341822647517;-0.2396590545224579;-0.23959556627004178;-0.23902894003333935;-0.24011097632841166;-0.236201752547638;-0.23619704969007532;-0.2363491838711982;-0.23618352701680648;-0.2361709190049694;-0.2361529938368613;-0.23615572517692632;-0.23615572517692668;-0.23617245291079267;-0.23613899744306302;-0.23617967720290825;-0.23604005759854743;-0.23603793785873398;-0.23632764669034204;-0.23664616847309403;-0.2365355146174051;-0.2368229947461625;-0.2369748671865425;-0.23621252345811716;-0.2359316632656467;-0.23685914499479419;-0.23684493554502264;-0.2357771917045036;-0.2365326149759987;-0.23559944233295718
5;0;0.028574443345546437;-0.12999155033677892;-0.07607835678079007;-0.12112315823910597;-0.4212949764079467;-0.19957466342851135;-0.20152009057706702;-0.1617815443205484;-0.24652037371632154;-0.1967434201241477;-0.19824445967861545;-0.19534634198123882;-0.19055828059782415;-0.17744096120230746;-0.18186938024253738;-0.18067746972288612;-0.18012231162531833;-0.18552806766853508;-0.1887095159066859;-0.17960681077056276;-0.18002765088042336;-0.1904592949398783;-0.15929844975722363;-0.1930772201595456;-0.19303374930913206;-0.19444000117665583;-0.19290875251750123;-0.19279221039618913;-0.19262651915612225;-0.19265176629020694;-0.19265176629020725;-0.1928063890502832;-0.19249714353013084;-0.19234149216287288;-0.19211426797159445;-0.19198944213548574;-0.19233925072014862;-0.19284802230470055;-0.19233610193548403;-0.19213484843421713;-0.19231532031863086;-0.19182030175184336;-0.19137178254415674;-0.19248290034868407;-0.19234609281944812;-0.19112509944675984;-0.19345672311632156;-0.18503294034824475;-0.18502280640536514;-0.18535063243049174;-0.18499366710087717;-0.18496649875268062;-0.18492787274130604;-0.18493375836379083;-0.18493375836379114;-0.1849698040864683;-0.18489771264111587;-0.18498537133737192;-0.18468451232206418;-0.18467994460511689;-0.18530422308092626;-0.1859905890848372;-0.1857521468530675;-0.1863716228131545;-0.1866988848267825;-0.18505615002238396;-0.18445093901829482;-0.1864495211015521;-0.18641890189813906;-0.1841180762946729;-0.18574589856678808;-0.18373505342951063
6;0;-0.015449321166319982;0.3341480220563385;-0.12167211036411715;-0.04079880279948405;-0.06674181721962469;-0.11622904032078149;-0.12882082768563033;-0.20866100710290572;-0.08303726768296886;-0.09790380326775061;-0.10761928961228893;-0.08886120770170737;-0.057870455426788286;0.027031462770338004;-0.001631502562707327;0.006083144491803919;0.00967640817358327;-0.025312376008320005;-0.04590431632168705;0.01301299014443542;0.010289100338588864;-0.05722977023949962;0.14445896271573358;-0.07417430487683964;-0.07389293957082815;-0.08299491211727678;-0.07308389718510683;-0.07232957769712511;-0.07125714028167363;-0.07142055248870315;-0.0714205524887036;-0.07242134910968577;-0.07041975586772163;-0.06941230158138671;-0.06794159181831298;-0.06713365594310554;-0.06939779383166388;-0.07269082056603614;-0.0693774133065058;-0.06807479896997577;-0.06924290418304571;-0.06603889392787964;-0.06313585101700196;-0.0703275668015313;-0.06944207935507063;-0.061539193382595433;-0.0766306397437571;-0.02210766184553789;-0.022042069847398232;-0.024163925504718346;-0.02185346554713304;-0.021677618271739686;-0.021427611211678035;-0.021465705933914326;-0.021465705933914333;-0.021699012061923702;-0.021232399805905425;-0.0217997711745843;-0.01985245962895837;-0.01982289505719469;-0.023863540747617852;-0.028306048287477664;-0.02676272969882017;-0.030772291081181243;-0.0328904961711323;-0.022257886582447754;-0.018340655202174854;-0.03127648815909312;-0.031078305205315463;-0.016186199487581824;-0.02672228763329143;-0.013707081995270548
7;0;-0.007151324857853629;0.22418907545530462;-0.027714360884172912;-0.046886531688150934;-0.07414415081798996;-0.11354616749042289;-0.09503035552600639;-0.04455402242044246;-0.09542754236318525;-0.1404928299177496;-0.12620652463907986;-0.15378967128901658;-0.19936056008595263;-0.3242060571711938;-0.2820581030268293;-0.29340223949405714;-0.29868601635135433;-0.2472361522451535;-0.2169563767234395;-0.30359235113815536;-0.2995869601642225;-0.2003026667235967;-0.4968793596532568;-0.17538628209297993;-0.17580002058366967;-0.16241586730247826;-0.17698969098162287;-0.17809889314616512;-0.17967587733059773;-0.1794355850186021;-0.17943558501860285;-0.17796394628203616;-0.18090722375516965;-0.18238865237114157;-0.18455128303176813;-0.18573932634215656;-0.18240998554316193;-0.17756769730871663;-0.18243995443960384;-0.18435540626693347;-0.18263774571143193;-0.18734913812124424;-0.1916179678834515;-0.18104278476531704;-0.18234486512773518;-0.1939658007743364;-0.17177432191610797;-0.25194857972812035;-0.2520450306185884;-0.24892491119247304;-0.25232236708069644;-0.25258094475448556;-0.2529485719689342;-0.2528925549243833;-0.25289255492438373;-0.2525494858849233;-0.25323562396384675;-0.25240132290141126;-0.2552647809133854;-0.2553082546503317;-0.249366617164652;-0.24283405495762428;-0.24510345452424548;-0.23920752549809102;-0.23609277411203355;-0.25172767916012123;-0.2574878399344937;-0.2384661201664153;-0.23875754172559344;-0.26065589667983113;-0.24516292326042124;-0.2643013579630703
8;0;0.02853930376389494;-0.2106587017967281;0.39208643060489495;-0.08841668854539957;-0.12968576309378166;-0.24295012809861868;-0.2438529422240866;-0.3101943726456467;-0.17995332535784406;-0.24163623338417653;-0.24233282061627393;-0.24098789151090885;-0.2387658964833561;-0.23267854376632233;-0.2347336396181412;-0.23418050985728905;-0.23392287771068088;-0.23643152621919766;-0.23790794049201264;-0.23368364929562077;-0.23387894851102822;-0.23871996022186345;-0.2242591508241323;-0.2399348604403022;-0.2399146869283674;-0.2405672860508327;-0.23985667968342644;-0.23980259599624676;-0.23972570368387763;-0.23973742011813018;-0.23973742011813062;-0.23980917588242084;-0.23966566435383999;-0.23959343124394783;-0.2394879833428603;-0.23943005543322565;-0.2395923910579124;-0.2398284966214178;-0.23959092980181929;-0.23949753411548966;-0.2395812856795712;-0.2393515624772422;-0.23914341822648288;-0.2396590545224653;-0.2395955662700494;-0.239028940033347;-0.24011097632841913;-0.23620175254764525;-0.2361970496900825;-0.2363491838712053;-0.23618352701681353;-0.23617091900497664;-0.23615299383686852;-0.23615572517693348;-0.23615572517693376;-0.23617245291079977;-0.23613899744307007;-0.23617967720291527;-0.23604005759855456;-0.23603793785874122;-0.23632764669034906;-0.23664616847310121;-0.23653551461741207;-0.2368229947461696;-0.23697486718654945;-0.23621252345812405;-0.23593166326565368;-0.23685914499480118;-0.2368449355450296;-0.23577719170451045;-0.23653261497600567;-0.23559944233296376
9;0;-0.03451310108526904;-0.21768684537813993;-0.16662160257582093;0.2972251812721329;-0.308133292460668;-0.32770000066168326;-0.3307757839872256;-0.2748090535104659;-0.39506149087969256;-0.323223713306189;-0.3255969054537535;-0.3210148875171432;-0.3134448074060921;-0.2927059006305301;-0.2997073745498005;-0.2978229254175862;-0.29694520248624606;-0.3054918778588091;-0.31052185055619086;-0.29613017894011306;-0.29679554078293;-0.31328830787517753;-0.2640220024811301;-0.31742733243035;-0.3173586036080201;-0.31958193335277735;-0.3171609796323651;-0.316976722764293;-0.3167147595477499;-0.3167546760843789;-0.3167546760843796;-0.3169991396755988;-0.3165102124931602;-0.3162641226406741;-0.31590487383548865;-0.31570752014605075;-0.3162605788471367;-0.31706496319914723;-0.3162556005166072;-0.3159374122134042;-0.3162227441073388;-0.31544010372181236;-0.31473098032893054;-0.31648769356201967;-0.3162713964277144;-0.31434096636298503;-0.3180273388954146;-0.30470906553047333;-0.3046930434385876;-0.30521134700113056;-0.30464697325450063;-0.3046040192161405;-0.3045429502412341;-0.3045522556009913;-0.3045522556009917;-0.304609245055904;-0.3044952661460826;-0.3046338573837364;-0.30415818953705803;-0.3041509678286365;-0.30513797231647616;-0.3062231391969816;-0.30584615430647716;-0.3068255658614278;-0.3073429777035252;-0.30474576077694493;-0.30378890257940505;-0.30694872557816133;-0.3069003156259466;-0.3032626358334255;-0.30583627556351556;-0.3026570642792079
10;0;0.02857444334554722;-0.12999155033677182;-0.07607835678078503;-0.12112315823910301;0.5787050235920584;-0.19957466342850275;-0.20152009057705916;-0.16178154432054098;-0.2465203737163152;-0.19674342012413984;-0.19824445967860718;-0.1953463419812302;-0.19055828059781582;-0.1774409612022983;-0.18186938024252794;-0.18067746972287668;-0.1801223116253086;-0.18552806766852553;-0.1887095159066761;-0.1796068107705535;-0.18002765088041403;-0.19045929493986857;-0.1592984497572156;-0.19307722015953555;-0.1930337493091221;-0.19444000117664614;-0.19290875251749104;-0.19279221039617897;-0.19262651915611173;-0.19265176629019543;-0.19265176629019598;-0.19280638905027267;-0.1924971435301205;-0.19234149216286212;-0.19211426797158368;-0.19198944213547492;-0.19233925072013802;-0.1928480223046907;-0.19233610193547435;-0.1921348484342073;-0.19231532031862117;-0.1918203017518331;-0.19137178254414602;-0.19248290034867424;-0.19234609281943857;-0.19112509944674944;-0.1934567231163119;-0.1850329403482339;-0.1850228064053542;-0.18535063243048122;-0.18499366710086626;-0.18496649875266935;-0.18492787274129513;-0.1849337583637801;-0.18493375836378023;-0.18496980408645744;-0.18489771264110497;-0.1849853713373613;-0.18468451232205335;-0.1846799446051061;-0.18530422308091532;-0.18599058908482646;-0.1857521468530568;-0.18637162281314373;-0.18669888482677205;-0.18505615002237322;-0.18445093901828422;-0.18644952110154148;-0.18641890189812838;-0.18411807629466256;-0.1857458985667774;-0.18373505342950025
